dataset,seed,model,calibration,shift,severity,temperature,n_test,coverage,risk
Digits,11,Random Forest,Temperature scaled,Feature masking,0.2,0.2013826541166659,360,0.1,0.0
Digits,11,Random Forest,Temperature scaled,Feature masking,0.2,0.2013826541166659,360,0.2,0.0
Digits,11,Random Forest,Temperature scaled,Feature masking,0.2,0.2013826541166659,360,0.30000000000000004,0.0
Digits,11,Random Forest,Temperature scaled,Feature masking,0.2,0.2013826541166659,360,0.4,0.0
Digits,11,Random Forest,Temperature scaled,Feature masking,0.2,0.2013826541166659,360,0.5,0.0
Digits,11,Random Forest,Temperature scaled,Feature masking,0.2,0.2013826541166659,360,0.6,0.0
Digits,11,Random Forest,Temperature scaled,Feature masking,0.2,0.2013826541166659,360,0.7000000000000001,0.003952569169960474
Digits,11,Random Forest,Temperature scaled,Feature masking,0.2,0.2013826541166659,360,0.8,0.003472222222222222
Digits,11,Random Forest,Temperature scaled,Feature masking,0.2,0.2013826541166659,360,0.9,0.027777777777777776
Digits,11,Random Forest,Temperature scaled,Feature masking,0.2,0.2013826541166659,360,1.0,0.075
Digits,11,Random Forest,Raw,Feature masking,0.3,0.2013826541166659,360,0.1,0.0
Digits,11,Random Forest,Raw,Feature masking,0.3,0.2013826541166659,360,0.2,0.0
Digits,11,Random Forest,Raw,Feature masking,0.3,0.2013826541166659,360,0.30000000000000004,0.0
Digits,11,Random Forest,Raw,Feature masking,0.3,0.2013826541166659,360,0.4,0.0
Digits,11,Random Forest,Raw,Feature masking,0.3,0.2013826541166659,360,0.5,0.011111111111111112
Digits,11,Random Forest,Raw,Feature masking,0.3,0.2013826541166659,360,0.6,0.023148148148148147
Digits,11,Random Forest,Raw,Feature masking,0.3,0.2013826541166659,360,0.7000000000000001,0.04743083003952569
Digits,11,Random Forest,Raw,Feature masking,0.3,0.2013826541166659,360,0.8,0.0625
Digits,11,Random Forest,Raw,Feature masking,0.3,0.2013826541166659,360,0.9,0.09259259259259259
Digits,11,Random Forest,Raw,Feature masking,0.3,0.2013826541166659,360,1.0,0.125
Digits,11,Random Forest,Temperature scaled,Feature masking,0.3,0.2013826541166659,360,0.1,0.0
Digits,11,Random Forest,Temperature scaled,Feature masking,0.3,0.2013826541166659,360,0.2,0.0
Digits,11,Random Forest,Temperature scaled,Feature masking,0.3,0.2013826541166659,360,0.30000000000000004,0.0
Digits,11,Random Forest,Temperature scaled,Feature masking,0.3,0.2013826541166659,360,0.4,0.0
Digits,11,Random Forest,Temperature scaled,Feature masking,0.3,0.2013826541166659,360,0.5,0.0
Digits,11,Random Forest,Temperature scaled,Feature masking,0.3,0.2013826541166659,360,0.6,0.004629629629629629
Digits,11,Random Forest,Temperature scaled,Feature masking,0.3,0.2013826541166659,360,0.7000000000000001,0.023715415019762844
Digits,11,Random Forest,Temperature scaled,Feature masking,0.3,0.2013826541166659,360,0.8,0.052083333333333336
Digits,11,Random Forest,Temperature scaled,Feature masking,0.3,0.2013826541166659,360,0.9,0.09567901234567901
Digits,11,Random Forest,Temperature scaled,Feature masking,0.3,0.2013826541166659,360,1.0,0.125
Digits,11,Random Forest,Raw,Feature masking,0.4,0.2013826541166659,360,0.1,0.0
Digits,11,Random Forest,Raw,Feature masking,0.4,0.2013826541166659,360,0.2,0.027777777777777776
Digits,11,Random Forest,Raw,Feature masking,0.4,0.2013826541166659,360,0.30000000000000004,0.027522935779816515
Digits,11,Random Forest,Raw,Feature masking,0.4,0.2013826541166659,360,0.4,0.0625
Digits,11,Random Forest,Raw,Feature masking,0.4,0.2013826541166659,360,0.5,0.08333333333333333
Digits,11,Random Forest,Raw,Feature masking,0.4,0.2013826541166659,360,0.6,0.11574074074074074
Digits,11,Random Forest,Raw,Feature masking,0.4,0.2013826541166659,360,0.7000000000000001,0.13438735177865613
Digits,11,Random Forest,Raw,Feature masking,0.4,0.2013826541166659,360,0.8,0.15625
Digits,11,Random Forest,Raw,Feature masking,0.4,0.2013826541166659,360,0.9,0.2006172839506173
Digits,11,Random Forest,Raw,Feature masking,0.4,0.2013826541166659,360,1.0,0.2388888888888889
Digits,11,Random Forest,Temperature scaled,Feature masking,0.4,0.2013826541166659,360,0.1,0.0
Digits,11,Random Forest,Temperature scaled,Feature masking,0.4,0.2013826541166659,360,0.2,0.013888888888888888
Digits,11,Random Forest,Temperature scaled,Feature masking,0.4,0.2013826541166659,360,0.30000000000000004,0.045871559633027525
Digits,11,Random Forest,Temperature scaled,Feature masking,0.4,0.2013826541166659,360,0.4,0.041666666666666664
Digits,11,Random Forest,Temperature scaled,Feature masking,0.4,0.2013826541166659,360,0.5,0.06666666666666667
Digits,11,Random Forest,Temperature scaled,Feature masking,0.4,0.2013826541166659,360,0.6,0.08796296296296297
Digits,11,Random Forest,Temperature scaled,Feature masking,0.4,0.2013826541166659,360,0.7000000000000001,0.12648221343873517
Digits,11,Random Forest,Temperature scaled,Feature masking,0.4,0.2013826541166659,360,0.8,0.1597222222222222
Digits,11,Random Forest,Temperature scaled,Feature masking,0.4,0.2013826541166659,360,0.9,0.19135802469135801
Digits,11,Random Forest,Temperature scaled,Feature masking,0.4,0.2013826541166659,360,1.0,0.2388888888888889
Digits,11,Random Forest,Raw,Feature masking,0.5,0.2013826541166659,360,0.1,0.05555555555555555
Digits,11,Random Forest,Raw,Feature masking,0.5,0.2013826541166659,360,0.2,0.1111111111111111
Digits,11,Random Forest,Raw,Feature masking,0.5,0.2013826541166659,360,0.30000000000000004,0.12844036697247707
Digits,11,Random Forest,Raw,Feature masking,0.5,0.2013826541166659,360,0.4,0.1527777777777778
Digits,11,Random Forest,Raw,Feature masking,0.5,0.2013826541166659,360,0.5,0.18888888888888888
Digits,11,Random Forest,Raw,Feature masking,0.5,0.2013826541166659,360,0.6,0.21296296296296297
Digits,11,Random Forest,Raw,Feature masking,0.5,0.2013826541166659,360,0.7000000000000001,0.22924901185770752
Digits,11,Random Forest,Raw,Feature masking,0.5,0.2013826541166659,360,0.8,0.2673611111111111
Digits,11,Random Forest,Raw,Feature masking,0.5,0.2013826541166659,360,0.9,0.29012345679012347
Digits,11,Random Forest,Raw,Feature masking,0.5,0.2013826541166659,360,1.0,0.33611111111111114
Digits,11,Random Forest,Temperature scaled,Feature masking,0.5,0.2013826541166659,360,0.1,0.05555555555555555
Digits,11,Random Forest,Temperature scaled,Feature masking,0.5,0.2013826541166659,360,0.2,0.05555555555555555
Digits,11,Random Forest,Temperature scaled,Feature masking,0.5,0.2013826541166659,360,0.30000000000000004,0.10091743119266056
Digits,11,Random Forest,Temperature scaled,Feature masking,0.5,0.2013826541166659,360,0.4,0.13194444444444445
Digits,11,Random Forest,Temperature scaled,Feature masking,0.5,0.2013826541166659,360,0.5,0.18333333333333332
Digits,11,Random Forest,Temperature scaled,Feature masking,0.5,0.2013826541166659,360,0.6,0.19444444444444445
Digits,11,Random Forest,Temperature scaled,Feature masking,0.5,0.2013826541166659,360,0.7000000000000001,0.24110671936758893
Digits,11,Random Forest,Temperature scaled,Feature masking,0.5,0.2013826541166659,360,0.8,0.28125
Digits,11,Random Forest,Temperature scaled,Feature masking,0.5,0.2013826541166659,360,0.9,0.3055555555555556
Digits,11,Random Forest,Temperature scaled,Feature masking,0.5,0.2013826541166659,360,1.0,0.33611111111111114
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.0,0.7580224167132074,360,0.1,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.0,0.7580224167132074,360,0.2,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.0,0.7580224167132074,360,0.30000000000000004,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.0,0.7580224167132074,360,0.4,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.0,0.7580224167132074,360,0.5,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.0,0.7580224167132074,360,0.6,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.0,0.7580224167132074,360,0.7000000000000001,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.0,0.7580224167132074,360,0.8,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.0,0.7580224167132074,360,0.9,0.0030864197530864196
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.0,0.7580224167132074,360,1.0,0.030555555555555555
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.7580224167132074,360,0.1,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.7580224167132074,360,0.2,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.7580224167132074,360,0.30000000000000004,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.7580224167132074,360,0.4,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.7580224167132074,360,0.5,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.7580224167132074,360,0.6,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.7580224167132074,360,0.7000000000000001,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.7580224167132074,360,0.8,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.7580224167132074,360,0.9,0.0030864197530864196
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.7580224167132074,360,1.0,0.030555555555555555
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.25,0.7580224167132074,360,0.1,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.25,0.7580224167132074,360,0.2,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.25,0.7580224167132074,360,0.30000000000000004,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.25,0.7580224167132074,360,0.4,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.25,0.7580224167132074,360,0.5,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.25,0.7580224167132074,360,0.6,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.25,0.7580224167132074,360,0.7000000000000001,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.25,0.7580224167132074,360,0.8,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.25,0.7580224167132074,360,0.9,0.006172839506172839
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.25,0.7580224167132074,360,1.0,0.030555555555555555
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.7580224167132074,360,0.1,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.7580224167132074,360,0.2,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.7580224167132074,360,0.30000000000000004,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.7580224167132074,360,0.4,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.7580224167132074,360,0.5,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.7580224167132074,360,0.6,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.7580224167132074,360,0.7000000000000001,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.7580224167132074,360,0.8,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.7580224167132074,360,0.9,0.006172839506172839
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.7580224167132074,360,1.0,0.030555555555555555
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.5,0.7580224167132074,360,0.1,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.5,0.7580224167132074,360,0.2,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.5,0.7580224167132074,360,0.30000000000000004,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.5,0.7580224167132074,360,0.4,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.5,0.7580224167132074,360,0.5,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.5,0.7580224167132074,360,0.6,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.5,0.7580224167132074,360,0.7000000000000001,0.011857707509881422
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.5,0.7580224167132074,360,0.8,0.024305555555555556
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.5,0.7580224167132074,360,0.9,0.046296296296296294
Digits,11,Gradient Boosting,Raw,Gaussian noise,0.5,0.7580224167132074,360,1.0,0.1
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.7580224167132074,360,0.1,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.7580224167132074,360,0.2,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.7580224167132074,360,0.30000000000000004,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.7580224167132074,360,0.4,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.7580224167132074,360,0.5,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.7580224167132074,360,0.6,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.7580224167132074,360,0.7000000000000001,0.011857707509881422
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.7580224167132074,360,0.8,0.024305555555555556
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.7580224167132074,360,0.9,0.04938271604938271
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.7580224167132074,360,1.0,0.1
Digits,11,Gradient Boosting,Raw,Gaussian noise,1.0,0.7580224167132074,360,0.1,0.0
Digits,11,Gradient Boosting,Raw,Gaussian noise,1.0,0.7580224167132074,360,0.2,0.041666666666666664
Digits,11,Gradient Boosting,Raw,Gaussian noise,1.0,0.7580224167132074,360,0.30000000000000004,0.08256880733944955
Digits,11,Gradient Boosting,Raw,Gaussian noise,1.0,0.7580224167132074,360,0.4,0.10416666666666667
Digits,11,Gradient Boosting,Raw,Gaussian noise,1.0,0.7580224167132074,360,0.5,0.14444444444444443
Digits,11,Gradient Boosting,Raw,Gaussian noise,1.0,0.7580224167132074,360,0.6,0.18055555555555555
Digits,11,Gradient Boosting,Raw,Gaussian noise,1.0,0.7580224167132074,360,0.7000000000000001,0.20948616600790515
Digits,11,Gradient Boosting,Raw,Gaussian noise,1.0,0.7580224167132074,360,0.8,0.2465277777777778
Digits,11,Gradient Boosting,Raw,Gaussian noise,1.0,0.7580224167132074,360,0.9,0.27469135802469136
Digits,11,Gradient Boosting,Raw,Gaussian noise,1.0,0.7580224167132074,360,1.0,0.3055555555555556
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.7580224167132074,360,0.1,0.0
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.7580224167132074,360,0.2,0.05555555555555555
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.7580224167132074,360,0.30000000000000004,0.08256880733944955
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.7580224167132074,360,0.4,0.09722222222222222
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.7580224167132074,360,0.5,0.14444444444444443
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.7580224167132074,360,0.6,0.18055555555555555
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.7580224167132074,360,0.7000000000000001,0.2015810276679842
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.7580224167132074,360,0.8,0.2534722222222222
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.7580224167132074,360,0.9,0.2716049382716049
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.7580224167132074,360,1.0,0.3055555555555556
Digits,11,Gradient Boosting,Raw,Gaussian noise,1.5,0.7580224167132074,360,0.1,0.05555555555555555
Digits,11,Gradient Boosting,Raw,Gaussian noise,1.5,0.7580224167132074,360,0.2,0.16666666666666666
Digits,11,Gradient Boosting,Raw,Gaussian noise,1.5,0.7580224167132074,360,0.30000000000000004,0.22018348623853212
Digits,11,Gradient Boosting,Raw,Gaussian noise,1.5,0.7580224167132074,360,0.4,0.24305555555555555
Digits,11,Gradient Boosting,Raw,Gaussian noise,1.5,0.7580224167132074,360,0.5,0.29444444444444445
Digits,11,Gradient Boosting,Raw,Gaussian noise,1.5,0.7580224167132074,360,0.6,0.3472222222222222
Digits,11,Gradient Boosting,Raw,Gaussian noise,1.5,0.7580224167132074,360,0.7000000000000001,0.38735177865612647
Digits,11,Gradient Boosting,Raw,Gaussian noise,1.5,0.7580224167132074,360,0.8,0.4131944444444444
Digits,11,Gradient Boosting,Raw,Gaussian noise,1.5,0.7580224167132074,360,0.9,0.4382716049382716
Digits,11,Gradient Boosting,Raw,Gaussian noise,1.5,0.7580224167132074,360,1.0,0.46111111111111114
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.7580224167132074,360,0.1,0.08333333333333333
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.7580224167132074,360,0.2,0.1527777777777778
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.7580224167132074,360,0.30000000000000004,0.1926605504587156
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.7580224167132074,360,0.4,0.25
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.7580224167132074,360,0.5,0.3055555555555556
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.7580224167132074,360,0.6,0.35185185185185186
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.7580224167132074,360,0.7000000000000001,0.3952569169960474
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.7580224167132074,360,0.8,0.4166666666666667
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.7580224167132074,360,0.9,0.4444444444444444
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.7580224167132074,360,1.0,0.46111111111111114
Digits,11,Gradient Boosting,Raw,Gaussian noise,2.0,0.7580224167132074,360,0.1,0.3333333333333333
Digits,11,Gradient Boosting,Raw,Gaussian noise,2.0,0.7580224167132074,360,0.2,0.3333333333333333
Digits,11,Gradient Boosting,Raw,Gaussian noise,2.0,0.7580224167132074,360,0.30000000000000004,0.3669724770642202
Digits,11,Gradient Boosting,Raw,Gaussian noise,2.0,0.7580224167132074,360,0.4,0.4166666666666667
Digits,11,Gradient Boosting,Raw,Gaussian noise,2.0,0.7580224167132074,360,0.5,0.4666666666666667
Digits,11,Gradient Boosting,Raw,Gaussian noise,2.0,0.7580224167132074,360,0.6,0.4861111111111111
Digits,11,Gradient Boosting,Raw,Gaussian noise,2.0,0.7580224167132074,360,0.7000000000000001,0.5177865612648221
Digits,11,Gradient Boosting,Raw,Gaussian noise,2.0,0.7580224167132074,360,0.8,0.5451388888888888
Digits,11,Gradient Boosting,Raw,Gaussian noise,2.0,0.7580224167132074,360,0.9,0.558641975308642
Digits,11,Gradient Boosting,Raw,Gaussian noise,2.0,0.7580224167132074,360,1.0,0.5833333333333334
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.7580224167132074,360,0.1,0.3333333333333333
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.7580224167132074,360,0.2,0.3194444444444444
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.7580224167132074,360,0.30000000000000004,0.3669724770642202
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.7580224167132074,360,0.4,0.4166666666666667
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.7580224167132074,360,0.5,0.46111111111111114
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.7580224167132074,360,0.6,0.4861111111111111
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.7580224167132074,360,0.7000000000000001,0.5177865612648221
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.7580224167132074,360,0.8,0.5451388888888888
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.7580224167132074,360,0.9,0.5555555555555556
Digits,11,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.7580224167132074,360,1.0,0.5833333333333334
Digits,11,Gradient Boosting,Raw,Feature masking,0.0,0.7580224167132074,360,0.1,0.0
Digits,11,Gradient Boosting,Raw,Feature masking,0.0,0.7580224167132074,360,0.2,0.0
Digits,11,Gradient Boosting,Raw,Feature masking,0.0,0.7580224167132074,360,0.30000000000000004,0.0
Digits,11,Gradient Boosting,Raw,Feature masking,0.0,0.7580224167132074,360,0.4,0.0
Digits,11,Gradient Boosting,Raw,Feature masking,0.0,0.7580224167132074,360,0.5,0.0
Digits,11,Gradient Boosting,Raw,Feature masking,0.0,0.7580224167132074,360,0.6,0.0
Digits,11,Gradient Boosting,Raw,Feature masking,0.0,0.7580224167132074,360,0.7000000000000001,0.0
Digits,11,Gradient Boosting,Raw,Feature masking,0.0,0.7580224167132074,360,0.8,0.0
Digits,11,Gradient Boosting,Raw,Feature masking,0.0,0.7580224167132074,360,0.9,0.0030864197530864196
Digits,11,Gradient Boosting,Raw,Feature masking,0.0,0.7580224167132074,360,1.0,0.030555555555555555
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.7580224167132074,360,0.1,0.0
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.7580224167132074,360,0.2,0.0
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.7580224167132074,360,0.30000000000000004,0.0
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.7580224167132074,360,0.4,0.0
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.7580224167132074,360,0.5,0.0
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.7580224167132074,360,0.6,0.0
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.7580224167132074,360,0.7000000000000001,0.0
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.7580224167132074,360,0.8,0.0
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.7580224167132074,360,0.9,0.0030864197530864196
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.7580224167132074,360,1.0,0.030555555555555555
Digits,11,Gradient Boosting,Raw,Feature masking,0.1,0.7580224167132074,360,0.1,0.0
Digits,11,Gradient Boosting,Raw,Feature masking,0.1,0.7580224167132074,360,0.2,0.0
Digits,11,Gradient Boosting,Raw,Feature masking,0.1,0.7580224167132074,360,0.30000000000000004,0.0
Digits,11,Gradient Boosting,Raw,Feature masking,0.1,0.7580224167132074,360,0.4,0.0
Digits,11,Gradient Boosting,Raw,Feature masking,0.1,0.7580224167132074,360,0.5,0.005555555555555556
Digits,11,Gradient Boosting,Raw,Feature masking,0.1,0.7580224167132074,360,0.6,0.009259259259259259
Digits,11,Gradient Boosting,Raw,Feature masking,0.1,0.7580224167132074,360,0.7000000000000001,0.007905138339920948
Digits,11,Gradient Boosting,Raw,Feature masking,0.1,0.7580224167132074,360,0.8,0.006944444444444444
Digits,11,Gradient Boosting,Raw,Feature masking,0.1,0.7580224167132074,360,0.9,0.018518518518518517
Digits,11,Gradient Boosting,Raw,Feature masking,0.1,0.7580224167132074,360,1.0,0.058333333333333334
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.7580224167132074,360,0.1,0.0
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.7580224167132074,360,0.2,0.0
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.7580224167132074,360,0.30000000000000004,0.0
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.7580224167132074,360,0.4,0.0
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.7580224167132074,360,0.5,0.005555555555555556
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.7580224167132074,360,0.6,0.009259259259259259
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.7580224167132074,360,0.7000000000000001,0.007905138339920948
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.7580224167132074,360,0.8,0.006944444444444444
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.7580224167132074,360,0.9,0.015432098765432098
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.7580224167132074,360,1.0,0.058333333333333334
Digits,11,Gradient Boosting,Raw,Feature masking,0.2,0.7580224167132074,360,0.1,0.0
Digits,11,Gradient Boosting,Raw,Feature masking,0.2,0.7580224167132074,360,0.2,0.0
Digits,11,Gradient Boosting,Raw,Feature masking,0.2,0.7580224167132074,360,0.30000000000000004,0.0
Digits,11,Gradient Boosting,Raw,Feature masking,0.2,0.7580224167132074,360,0.4,0.0
Digits,11,Gradient Boosting,Raw,Feature masking,0.2,0.7580224167132074,360,0.5,0.0
Digits,11,Gradient Boosting,Raw,Feature masking,0.2,0.7580224167132074,360,0.6,0.009259259259259259
Digits,11,Gradient Boosting,Raw,Feature masking,0.2,0.7580224167132074,360,0.7000000000000001,0.019762845849802372
Digits,11,Gradient Boosting,Raw,Feature masking,0.2,0.7580224167132074,360,0.8,0.05555555555555555
Digits,11,Gradient Boosting,Raw,Feature masking,0.2,0.7580224167132074,360,0.9,0.06481481481481481
Digits,11,Gradient Boosting,Raw,Feature masking,0.2,0.7580224167132074,360,1.0,0.10277777777777777
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.2,0.7580224167132074,360,0.1,0.0
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.2,0.7580224167132074,360,0.2,0.0
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.2,0.7580224167132074,360,0.30000000000000004,0.0
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.2,0.7580224167132074,360,0.4,0.0
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.2,0.7580224167132074,360,0.5,0.0
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.2,0.7580224167132074,360,0.6,0.009259259259259259
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.2,0.7580224167132074,360,0.7000000000000001,0.023715415019762844
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.2,0.7580224167132074,360,0.8,0.052083333333333336
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.2,0.7580224167132074,360,0.9,0.05555555555555555
Digits,11,Gradient Boosting,Temperature scaled,Feature masking,0.2,0.7580224167132074,360,1.0,0.10277777777777777
Digits,11,Gradient Boosting,Raw,Feature masking,0.3,0.7580224167132074,360,0.1,0.0
Digits,11,Gradient Boosting,Raw,Feature masking,0.3,0.7580224167132074,360,0.2,0.0
Digits,11,Gradient Boosting,Raw,Feature masking,0.3,0.7580224167132074,360,0.30000000000000004,0.009174311926605505
Digits,11,Gradient Boosting,Raw,Feature masking,0.3,0.7580224167132074,360,0.4,0.013888888888888888
Digits,11,Gradient Boosting,Raw,Feature masking,0.3,0.7580224167132074,360,0.5,0.011111111111111112
Digits,11,Gradient Boosting,Raw,Feature masking,0.3,0.7580224167132074,360,0.6,0.032407407407407406
Digits,11,Gradient Boosting,Raw,Feature masking,0.3,0.7580224167132074,360,0.7000000000000001,0.07509881422924901
Digits,11,Gradient Boosting,Raw,Feature masking,0.3,0.7580224167132074,360,0.8,0.1111111111111111
